"activitycode_1","activitycode_2","proximity"
"1812Z","4662Z",0.9995
"1812Z","4776Z",0.9995
"1812Z","4778C",0.4995
"1812Z","4791A",0.9995
"1812Z","5520Z",0.9995
"1812Z","5610C",0.9995
"1812Z","5811Z",0.4995
"1812Z","5814Z",0.9995
"1812Z","6202A",0.9995
"1812Z","6391Z",0.9995
"1812Z","6420Z",0.4995
"1812Z","6630Z",0.9995
"1812Z","6832A",0.9995
"1812Z","7311Z",0.1995
"1812Z","7312Z",0.9995
"1812Z","8219Z",0.4995
"1812Z","9002Z",0.3328333333
"1812Z","9529Z",0.9995
"1812Z","9609Z",0.9995
"1813Z","1812Z",0.0661666667
"1813Z","1813Z",0.2495
"1813Z","2016Z",0.9995
"1813Z","2221Z",0.9995
"1813Z","2550B",0.9995
"1813Z","2740Z",0.9995
"1813Z","2899B",0.9995
"1813Z","4329B",0.4995
"1813Z","4331Z",0.9995
"1813Z","4334Z",0.9995
"1813Z","4618Z",0.9995
"1813Z","4644Z",0.9995
"1813Z","4669C",0.9995
"1813Z","4759A",0.9995
"1813Z","4778C",0.4995
"1813Z","5811Z",0.9995
"1813Z","5911B",0.9995
"1813Z","5920Z",0.9995
"1813Z","6201Z",0.4995
"1813Z","6203Z",0.9995
"1813Z","7021Z",0.4995
"1813Z","7112A",0.9995
"1813Z","7112B",0.9995
"1813Z","7311Z",0.0904090909
"1813Z","7410Z",0.1995
"1813Z","7420Z",0.4995
"1813Z","8211Z",0.9995
"1813Z","8219Z",0.9995
"1813Z","8230Z",0.9995
"1820Z","4675Z",0.9995
"1820Z","5912Z",0.9995
"1820Z","5920Z",0.3328333333
"1820Z","9329Z",0.9995
"1920Z","2059Z",0.9995
"2012Z","6820B",0.9995
"2013A","4672Z",0.9995
"2013B","0811Z",0.9995
"2013B","2030Z",0.9995
"2013B","2059Z",0.9995
"2013B","4675Z",0.9995
"2014Z","0161Z",0.9995
"2014Z","1103Z",0.9995
"2014Z","2014Z",0.4995
"2014Z","2015Z",0.9995
"2014Z","2041Z",0.9995
"2014Z","2051Z",0.9995
"2014Z","2110Z",0.9995
"2014Z","4675Z",0.9995
"2014Z","7112B",0.9995
"2015Z","4675Z",0.9995
"2016Z","2016Z",0.9995
"2016Z","2059Z",0.4995
"2016Z","2222Z",0.9995
"2016Z","2562B",0.9995
"2016Z","3832Z",0.9995
"2016Z","4791B",0.9995
"2016Z","7739Z",0.9995
"2017Z","2016Z",0.9995
"2017Z","2030Z",0.9995
"2020Z","2059Z",0.9995
"2030Z","2012Z",0.9995
"2030Z","2016Z",0.9995
"2030Z","2059Z",0.9995
"2030Z","3299Z",0.9995
"2030Z","4334Z",0.9995
"2030Z","4675Z",0.4995
"2030Z","6820B",0.9995
"2030Z","7022Z",0.9995
"2041Z","2014Z",0.9995
"2041Z","2020Z",0.4995
"2041Z","2041Z",0.9995
"2041Z","2042Z",0.1661666667
"2041Z","6820B",0.4995
"2041Z","6831Z",0.9995
"2041Z","7010Z",0.9995
"2041Z","8559B",0.9995
"2042Z","1089Z",0.9995
"2042Z","1413Z",0.9995
"2042Z","2041Z",0.4995
"2042Z","2042Z",0.9995
"2042Z","4639B",0.9995
"2042Z","4645Z",0.9995
"2042Z","4775Z",0.4995
"2042Z","7219Z",0.9995
"2042Z","7740Z",0.9995
"2042Z","8292Z",0.4995
"2042Z","8559A",0.9995
"2053Z","2042Z",0.9995
"2053Z","4775Z",0.9995
"2053Z","8559B",0.9995
"2059Z","1041A",0.9995
"2059Z","1920Z",0.9995
"2059Z","2014Z",0.9995
"2059Z","2030Z",0.9995
"2059Z","2041Z",0.3328333333
"2059Z","2059Z",0.4995
"2059Z","2120Z",0.9995
"2059Z","2670Z",0.9995
"2059Z","4671Z",0.9995
"2059Z","4675Z",0.3328333333
"2060Z","9609Z",0.9995
"2110Z","2014Z",0.9995
"2110Z","2120Z",0.4995
"2110Z","7740Z",0.9995
"2120Z","1089Z",0.9995
"2120Z","2042Z",0.4995
"2120Z","2059Z",0.9995
"2120Z","2120Z",0.4995
"2120Z","3250A",0.9995
"2120Z","4646Z",0.1423571429
"2120Z","4778B",0.9995
"2120Z","6399Z",0.9995
"2120Z","7010Z",0.4995
"2120Z","7211Z",0.9995
"2211Z","4520B",0.9995
"2219Z","2030Z",0.9995
"2219Z","2219Z",0.4995
"2219Z","2229B",0.9995
"2219Z","2825Z",0.9995
"2219Z","2932Z",0.9995
"2219Z","3319Z",0.9995
"2219Z","4333Z",0.9995
"2219Z","4669B",0.4995
"2219Z","6820B",0.9995
"221E","7022Z",0.9995
"2221Z","1394Z",0.9995
"2221Z","1812Z",0.4995
"2221Z","2222Z",0.4995
"2221Z","2223Z",0.9995
"2221Z","2229A",0.9995
"2221Z","2229B",0.9995
"2221Z","2829B",0.9995
"2221Z","4332A",0.9995
"2221Z","4662Z",0.9995
"2221Z","4669B",0.4995
"2221Z","6820B",0.9995
"2222Z","2221Z",0.9995
"2222Z","2229B",0.9995
"2222Z","2313Z",0.9995
"2222Z","4641Z",0.9995
"2222Z","6820B",0.9995
"2223Z","1392Z",0.9995
"2223Z","2221Z",0.4995
"2223Z","2223Z",0.4995
"2223Z","2229A",0.9995
"2223Z","2512Z",0.9995
"2223Z","4332A",0.3328333333
"2223Z","4399A",0.9995
"2223Z","4669B",0.4995
"2223Z","6820B",0.9995
"2223Z","7022Z",0.9995
"2223Z","7112B",0.9995
"2229A","2016Z",0.9995
"2229A","2219Z",0.9995
"2229A","2221Z",0.9995
"2229A","2222Z",0.9995
"2229A","2223Z",0.3328333333
"2229A","2229A",0.4995
"2229A","2229B",0.1423571429
"2229A","2562B",0.9995
"2229A","2599B",0.9995
"2229A","2740Z",0.9995
"2229A","2825Z",0.9995
"2229A","2894Z",0.9995
"2229A","2932Z",0.1423571429
"2229A","3250A",0.9995
"2229A","4669B",0.9995
"2229A","6820B",0.4995
"2229A","7112B",0.9995
"2229B","1812Z",0.9995
"2229B","2222Z",0.4995
"2229B","2229A",0.4995
"2229B","2599B",0.9995
"2229B","3240Z",0.9995
"2229B","3315Z",0.9995
"2229B","4669B",0.9995
"2229B","4673A",0.9995
"2229B","4778C",0.9995
"2229B","6420Z",0.9995
"2229B","6630Z",0.9995
"2229B","6920Z",0.9995
"222C","4759A",0.9995
"222C","7022Z",0.9995
"2311Z","2313Z",0.9995
"2312Z","2313Z",0.9995
"2312Z","2319Z",0.9995
"2312Z","4334Z",0.4995
"2312Z","8230Z",0.9995
"2313Z","2312Z",0.9995
"2313Z","4778C",0.9995
"2313Z","9003A",0.9995
"2314Z","2060Z",0.9995
"2314Z","2399Z",0.9995
"2319Z","2313Z",0.2495
"2319Z","2829B",0.9995
"2319Z","4531Z",0.9995
"2319Z","4636Z",0.9995
"2319Z","4673A",0.9995
"2319Z","4778A",0.9995
"2320Z","8552Z",0.9995
"2331Z","0812Z",0.9995
"2331Z","2320Z",0.9995
"2331Z","2331Z",0.9995
"2331Z","8559B",0.9995
"2332Z","2331Z",0.9995
"2332Z","6820B",0.9995
"2341Z","2341Z",0.9995
"2341Z","2370Z",0.9995
"2341Z","4391B",0.9995
"2341Z","5520Z",0.9995
"2342Z","2342Z",0.9995
"2342Z","4673B",0.9995
"2344Z","2343Z",0.9995
"2344Z","7219Z",0.4995
"2349Z","2341Z",0.9995
"2349Z","2349Z",0.4995
"2349Z","3213Z",0.9995
"2349Z","7830Z",0.9995
"2351Z","0812Z",0.9995
"2351Z","6820B",0.9995
"2361Z","2363Z",0.2495
"2361Z","2364Z",0.9995
"2361Z","2592Z",0.9995
"2361Z","4673A",0.9995
"2361Z","6630Z",0.9995
"2361Z","6820B",0.4995
"2362Z","2352Z",0.9995
"2362Z","2442Z",0.9995
"2363Z","0812Z",0.9995
"2363Z","2361Z",0.4995
"2363Z","2363Z",0.9995
"2363Z","4399C",0.9995
"2363Z","4673A",0.9995
"2363Z","4941B",0.4995
"2363Z","8211Z",0.9995
"2364Z","2030Z",0.9995
"2364Z","2361Z",0.9995
"2369Z","2361Z",0.9995
"2369Z","2369Z",0.9995
"2369Z","4399C",0.9995
"2369Z","4511Z",0.9995
"2369Z","4673A",0.9995
"2369Z","4674B",0.9995
"2370Z","0811Z",0.4995
"2370Z","2369Z",0.9995
"2370Z","2370Z",0.2495
"2370Z","3102Z",0.9995
"2370Z","4333Z",0.3328333333
"2370Z","4399C",0.1995
"2370Z","4399D",0.0995
"2370Z","4649Z",0.9995
"2370Z","4673A",0.3328333333
"2370Z","4674B",0.9995
"2370Z","4759B",0.9995
"2370Z","4778C",0.3328333333
"2370Z","7022Z",0.9995
"2370Z","7490B",0.9995
"2370Z","7739Z",0.9995
"2370Z","8129B",0.9995
"2370Z","9603Z",0.0904090909
"2391Z","2399Z",0.9995
"2399Z","1729Z",0.9995
"2399Z","2351Z",0.9995
"2399Z","2361Z",0.9995
"2399Z","2364Z",0.9995
"2399Z","2399Z",0.9995
"2399Z","7010Z",0.9995
"2399Z","7830Z",0.9995
"2410Z","2410Z",0.9995
"2410Z","2444Z",0.9995
"2410Z","2562B",0.9995
"2410Z","7112B",0.9995
"2420Z","2420Z",0.9995
"2420Z","2445Z",0.9995
"2420Z","2511Z",0.4995
"2420Z","2530Z",0.9995
"2420Z","2562B",0.9995
"2420Z","2814Z",0.9995
"2420Z","3311Z",0.4995
"2420Z","3320A",0.4995
"2420Z","4332B",0.9995
"2420Z","7010Z",0.9995
"2431Z","2431Z",0.9995
"2433Z","1621Z",0.9995
"2433Z","2550B",0.9995
"2433Z","7022Z",0.9995
"2434Z","4669B",0.9995
"2441Z","2441Z",0.9995
"2441Z","2454Z",0.9995
"2441Z","3212Z",0.9995
"2441Z","4672Z",0.9995
"2442Z","2442Z",0.9995
"2442Z","2550B",0.9995
"2442Z","4672Z",0.9995
"2442Z","7022Z",0.9995
"2443Z","4672Z",0.9995
"2444Z","2562B",0.9995
"2445Z","2511Z",0.4995
"2445Z","2512Z",0.9995
"2445Z","2550B",0.9995
"2451Z","2451Z",0.9995
"2454Z","2452Z",0.9995
"2454Z","5610C",0.9995
"246L","7112B",0.9995
"2511Z","1623Z",0.9995
"2511Z","2511Z",0.1661666667
"2511Z","2512Z",0.1245
"2511Z","2529Z",0.4995
"2511Z","2530Z",0.9995
"2511Z","2550B",0.9995
"2511Z","2562B",0.2495
"2511Z","2599B",0.3328333333
"2511Z","2830Z",0.9995
"2511Z","3311Z",0.4995
"2511Z","3312Z",0.9995
"2511Z","3320A",0.0709285714
"2511Z","4332B",0.1245
"2511Z","4339Z",0.9995
"2511Z","4399B",0.1995
"2511Z","6420Z",0.9995
"2511Z","6820B",0.3328333333
"2511Z","7010Z",0.9995
"2511Z","7022Z",0.4995
"2511Z","7112B",0.3328333333
"2511Z","8211Z",0.9995
"2512Z","1392Z",0.9995
"2512Z","2223Z",0.9995
"2512Z","2511Z",0.3328333333
"2512Z","2512Z",0.4995
"2512Z","2550A",0.4995
"2512Z","2825Z",0.9995
"2512Z","4332A",0.4995
"2512Z","4332B",0.2495
"2512Z","4673A",0.4995
"2512Z","7010Z",0.9995
"2521Z","2530Z",0.9995
"2529Z","2651B",0.9995
"2529Z","2822Z",0.9995
"252H","6202A",0.9995
"2530Z","7010Z",0.9995
"2540Z","2540Z",0.9995
"2540Z","3311Z",0.9995
"2540Z","4764Z",0.9995
"2540Z","4778C",0.9995
"2550A","2599B",0.9995
"2550A","3320A",0.4995
"2550A","4332B",0.4995
"2550A","4520A",0.9995
"2550B","2420Z",0.9995
"2550B","2433Z",0.9995
"2550B","2511Z",0.3328333333
"2550B","2599A",0.9995
"2550B","2932Z",0.9995
"2550B","3312Z",0.9995
"2550B","3320A",0.9995
"2550B","4399C",0.9995
"2550B","4669B",0.9995
"2561Z","2312Z",0.9995
"2561Z","2561Z",0.3328333333
"2561Z","2562B",0.3328333333
"2561Z","2899B",0.9995
"2561Z","4334Z",0.9995
"2561Z","4511Z",0.9995
"2561Z","4520A",0.9995
"2561Z","4778C",0.9995
"2561Z","5610C",0.9995
"2561Z","6420Z",0.9995
"2561Z","6630Z",0.4995
"2561Z","7022Z",0.9995
"2561Z","7739Z",0.9995
"2561Z","8129A",0.9995
"2562A","2562B",0.2495
"2562A","2573B",0.9995
"2562A","4673A",0.9995
"2562B","2399Z",0.9995
"2562B","2511Z",0.1995
"2562B","2512Z",0.9995
"2562B","2540Z",0.9995
"2562B","2561Z",0.9995
"2562B","2562A",0.9995
"2562B","2562B",0.0904090909
"2562B","2572Z",0.9995
"2562B","2573A",0.1995
"2562B","2573B",0.4995
"2562B","2815Z",0.9995
"2562B","2822Z",0.9995
"2562B","2829A",0.9995
"2562B","2830Z",0.9995
"2562B","2899B",0.4995
"2562B","2932Z",0.9995
"2562B","3311Z",0.4995
"2562B","3312Z",0.062
"2562B","3314Z",0.9995
"2562B","3316Z",0.9995
"2562B","3320A",0.3328333333
"2562B","3320B",0.4995
"2562B","4321A",0.9995
"2562B","4329A",0.9995
"2562B","4332B",0.4995
"2562B","4520A",0.2495
"2562B","4520B",0.9995
"2562B","4540Z",0.9995
"2562B","4669B",0.9995
"2562B","4674B",0.9995
"2562B","6420Z",0.9995
"2562B","6820B",0.3328333333
"2562B","6920Z",0.9995
"2562B","7010Z",0.4995
"2562B","7112B",0.4995
"2562B","7711A",0.9995
"2562B","8211Z",0.4995
"2562B","9003A",0.9995
"2571Z","4649Z",0.9995
"2571Z","4759B",0.9995
"2572Z","2512Z",0.9995
"2572Z","2550A",0.9995
"2572Z","2550B",0.9995
"2572Z","2599B",0.9995
"2572Z","4332B",0.4995
"2572Z","4333Z",0.9995
"2572Z","7112B",0.9995
"2573A","2562B",0.9995
"2573A","2573A",0.3328333333
"2573A","3299Z",0.3328333333
"2573A","3311Z",0.9995
"2573A","4332A",0.9995
"2573A","4669C",0.9995
"2573A","6810Z",0.9995
"2573B","1520Z",0.9995
"2573B","2051Z",0.9995
"2573B","2550B",0.9995
"2573B","2562B",0.9995
"2573B","2573A",0.3328333333
"2573B","2573B",0.9995
"2573B","2599B",0.9995
"2573B","2822Z",0.9995
"2573B","3311Z",0.3328333333
"2573B","3312Z",0.9995
"2573B","4674A",0.9995
"2573B","7010Z",0.4995
"2593Z","2434Z",0.9995
"2593Z","2594Z",0.9995
"2593Z","4669B",0.9995
"2593Z","7112B",0.9995
"2594Z","2562B",0.9995
"2594Z","2599B",0.9995
"2594Z","7112B",0.9995
"2599A","2571Z",0.9995
"2599A","2599B",0.9995
"2599B","2223Z",0.9995
"2599B","2511Z",0.9995
"2599B","2550A",0.4995
"2599B","2562B",0.9995
"2599B","2571Z",0.9995
"2599B","2599A",0.9995
"2599B","2599B",0.4995
"2599B","2740Z",0.9995
"2599B","2829B",0.9995
"2599B","3099Z",0.9995
"2599B","3311Z",0.9995
"2599B","4211Z",0.4995
"2599B","4332B",0.9995
"2599B","4669B",0.4995
"2599B","6820B",0.4995
"2599B","8690E",0.9995
"2611Z","2512Z",0.9995
"2611Z","2562A",0.9995
"2611Z","2611Z",0.9995
"2611Z","2612Z",0.4995
"2611Z","2711Z",0.9995
"2611Z","3320D",0.9995
"2611Z","3511Z",0.9995
"2611Z","4669A",0.9995
"2611Z","4672Z",0.9995
"2611Z","6201Z",0.4995
"2611Z","7112B",0.9995
"2611Z","7219Z",0.2495
"2612Z","2314Z",0.9995
"2612Z","2611Z",0.3328333333
"2612Z","2612Z",0.9995
"2612Z","2651A",0.9995
"2612Z","2651B",0.9995
"2612Z","3250A",0.9995
"2612Z","3313Z",0.9995
"2612Z","3320D",0.9995
"2612Z","4652Z",0.4995
"2612Z","6820B",0.4995
"2620Z","2620Z",0.4995
"2620Z","3312Z",0.9995
"2620Z","3320D",0.9995
"2620Z","5829B",0.9995
"2620Z","5829C",0.9995
"2620Z","6201Z",0.9995
"2620Z","6202A",0.9995
"2620Z","6203Z",0.9995
"2620Z","6630Z",0.9995
"2620Z","7219Z",0.9995
"2620Z","9511Z",0.4995
"2630Z","2630Z",0.4995
"2630Z","2640Z",0.9995
"2630Z","2790Z",0.9995
"2630Z","3320D",0.1661666667
"2630Z","4652Z",0.3328333333
"2630Z","5920Z",0.9995
"2630Z","6110Z",0.9995
"2630Z","6202A",0.4995
"2630Z","7219Z",0.9995
"2630Z","7311Z",0.9995
"2630Z","7410Z",0.9995
"2630Z","8020Z",0.9995
"2630Z","9512Z",0.9995
"2640Z","2825Z",0.9995
"2640Z","2931Z",0.9995
"2640Z","4669A",0.9995
"2640Z","4743Z",0.9995
"2640Z","4791B",0.9995
"2640Z","6201Z",0.9995
"2640Z","9521Z",0.9995
"2651A","2651A",0.9995
"2651A","3316Z",0.9995
"2651A","3320C",0.9995
"2651A","4791B",0.9995
"2651B","2059Z",0.9995
"2651B","2611Z",0.9995
"2651B","2630Z",0.9995
"2651B","2660Z",0.9995
"2651B","2670Z",0.4995
"2651B","2813Z",0.9995
"2651B","2829B",0.9995
"2651B","2899B",0.9995
"2651B","3313Z",0.2495
"2651B","4399D",0.9995
"2651B","4652Z",0.4995
"2651B","7120B",0.4995
"2651B","7219Z",0.9995
"2652Z","2229B",0.9995
"2652Z","2652Z",0.4995
"2652Z","4321A",0.9995
"2652Z","4648Z",0.9995
"2652Z","7010Z",0.9995
"2652Z","9525Z",0.9995
"2660Z","2660Z",0.9995
"2660Z","3313Z",0.9995
"2660Z","4646Z",0.9995
"2660Z","4774Z",0.9995
"2670Z","2561Z",0.9995
"2670Z","2651B",0.4995
"2670Z","2670Z",0.9995
"2670Z","3250B",0.4995
"2670Z","4643Z",0.9995
"2670Z","4646Z",0.9995
"2670Z","4649Z",0.9995
"2670Z","4778A",0.1995
"2680Z","4321A",0.9995
"2711Z","2711Z",0.9995
"2711Z","3314Z",0.9995
"2711Z","3320D",0.9995
"2711Z","3511Z",0.9995
"2711Z","4321A",0.9995
"2711Z","4669A",0.9995
"2711Z","4669B",0.9995
"2711Z","6420Z",0.9995
"2711Z","6820A",0.9995
"2712Z","2511Z",0.9995
"2712Z","2599B",0.9995
"2712Z","2611Z",0.9995
"2712Z","2733Z",0.9995
"2712Z","2830Z",0.9995
"2712Z","3314Z",0.9995
"2712Z","3320D",0.4995
"2712Z","4321A",0.9995
"2712Z","4322B",0.9995
"2712Z","4669C",0.9995
"2720Z","3511Z",0.9995
"2720Z","4669A",0.4995
"2731Z","3320D",0.9995
"2731Z","9511Z",0.9995
"2732Z","2599B",0.9995
"2732Z","2732Z",0.9995
"2732Z","4669A",0.9995
"2732Z","6820B",0.9995
"2733Z","2611Z",0.9995
"2733Z","2712Z",0.4995
"2733Z","2732Z",0.9995
"2733Z","3312Z",0.9995
"2733Z","4321A",0.9995
"2733Z","4690Z",0.9995
"2733Z","7112B",0.9995
"2733Z","8121Z",0.9995
"2740Z","2229B",0.9995
"2740Z","2611Z",0.9995
"2740Z","2731Z",0.9995
"2740Z","2740Z",0.9995
"2740Z","3320D",0.9995
"2740Z","4618Z",0.9995
"2740Z","4647Z",0.9995
"2740Z","4669A",0.9995
"2740Z","7010Z",0.9995
"2740Z","7112B",0.9995
"2740Z","7311Z",0.9995
"2740Z","7410Z",0.4995
"2740Z","9002Z",0.9995
"2751Z","2813Z",0.9995
"2751Z","2931Z",0.9995
"2751Z","4643Z",0.9995
"2752Z","3314Z",0.9995
"2752Z","3320D",0.9995
"2752Z","4759A",0.9995
"2790Z","2599B",0.9995
"2790Z","2611Z",0.4995
"2790Z","2612Z",0.9995
"2790Z","2660Z",0.9995
"2790Z","2711Z",0.4995
"2790Z","2732Z",0.9995
"2790Z","2740Z",0.9995
"2790Z","2751Z",0.9995
"2790Z","2790Z",0.2495
"2790Z","2830Z",0.9995
"2790Z","3320D",0.3328333333
"2790Z","4211Z",0.9995
"2790Z","4321A",0.9995
"2790Z","4329B",0.9995
"2790Z","4669A",0.9995
"2790Z","4791A",0.9995
"2790Z","6110Z",0.9995
"2790Z","6202A",0.9995
"2811Z","2651B",0.9995
"2811Z","2815Z",0.9995
"2811Z","3312Z",0.9995
"2811Z","3314Z",0.9995
"2811Z","4321A",0.9995
"2811Z","4669B",0.3328333333
"2811Z","7112B",0.9995
"2812Z","2562B",0.9995
"2812Z","2814Z",0.9995
"2812Z","2822Z",0.9995
"2812Z","2920Z",0.9995
"2812Z","3312Z",0.4995
"2812Z","3320B",0.9995
"2812Z","4221Z",0.9995
"2812Z","4332B",0.9995
"2812Z","4619B",0.9995
"2812Z","4669B",0.4995
"2813Z","2511Z",0.9995
"2813Z","2815Z",0.9995
"2813Z","3312Z",0.3328333333
"2814Z","2454Z",0.9995
"2814Z","3320B",0.9995
"2814Z","4674B",0.9995
"2815Z","3320C",0.9995
"2815Z","4669B",0.9995
"2821Z","2821Z",0.9995
"2821Z","3312Z",0.9995
"2821Z","7112B",0.9995
"2822Z","2511Z",0.9995
"2822Z","2822Z",0.9995
"2822Z","2830Z",0.9995
"2822Z","3312Z",0.1245
"2822Z","3320B",0.2495
"2822Z","4329B",0.3328333333
"2822Z","4520A",0.9995
"2822Z","4669B",0.2495
"2822Z","4669C",0.9995
"2822Z","4759B",0.9995
"2822Z","6420Z",0.9995
"2822Z","7022Z",0.9995
"2822Z","7739Z",0.4995
"2825Z","2599B",0.4995
"2825Z","2712Z",0.9995
"2825Z","2825Z",0.4995
"2825Z","2920Z",0.9995
"2825Z","3312Z",0.1423571429
"2825Z","3320A",0.9995
"2825Z","3320B",0.0550555556
"2825Z","4322B",0.2495
"2825Z","4669B",0.4995
"2825Z","6820B",0.9995
"2825Z","7112B",0.9995
"2829A","2899B",0.9995
"2829A","3312Z",0.4995
"2829A","3320B",0.9995
"2829A","4669B",0.4995
"2829A","8299Z",0.9995
"2829B","1396Z",0.9995
"2829B","2511Z",0.9995
"2829B","2550B",0.9995
"2829B","2822Z",0.9995
"2829B","2829A",0.9995
"2829B","2829B",0.9995
"2829B","2893Z",0.9995
"2829B","2899B",0.3328333333
"2829B","3312Z",0.1995
"2829B","3320A",0.9995
"2829B","3320B",0.2495
"2829B","4669B",0.4995
"2829B","4669C",0.4995
"2829B","7010Z",0.9995
"2829B","7490B",0.9995
"2830Z","2550A",0.9995
"2830Z","2550B",0.9995
"2830Z","2822Z",0.4995
"2830Z","2830Z",0.9995
"2830Z","2920Z",0.9995
"2830Z","3312Z",0.4995
"2830Z","3320A",0.9995
"2830Z","3320B",0.9995
"2830Z","4661Z",0.9995
"2830Z","4674A",0.9995
"2830Z","7490B",0.9995
"2841Z","0220Z",0.9995
"2841Z","2229A",0.9995
"2841Z","2562B",0.9995
"2841Z","2790Z",0.9995
"2841Z","2849Z",0.9995
"2841Z","3312Z",0.2495
"2841Z","3320B",0.9995
"2841Z","4662Z",0.9995
"2841Z","4669B",0.9995
"2841Z","6630Z",0.9995
"2841Z","7112B",0.9995
"2849Z","2899B",0.4995
"2849Z","3312Z",0.9995
"2892Z","1623Z",0.9995
"2892Z","2812Z",0.9995
"2892Z","2829B",0.9995
"2892Z","3320B",0.9995
"2892Z","4663Z",0.9995
"2892Z","7732Z",0.9995
"2893Z","2433Z",0.9995
"2893Z","2512Z",0.9995
"2893Z","2599B",0.9995
"2893Z","2829B",0.9995
"2893Z","2893Z",0.9995
"2893Z","3101Z",0.9995
"2893Z","3312Z",0.2495
"2893Z","3320A",0.4995
"2893Z","3320B",0.4995
"2894Z","1392Z",0.9995
"2894Z","2899B",0.9995
"2894Z","6820B",0.9995
"2896Z","2899B",0.9995
"2899A","4669C",0.9995
"2899B","2562B",0.3328333333
"2899B","2573B",0.9995
"2899B","2611Z",0.9995
"2899B","2660Z",0.9995
"2899B","2822Z",0.9995
"2899B","2825Z",0.9995
"2899B","2829B",0.9995
"2899B","2830Z",0.9995
"2899B","2841Z",0.3328333333
"2899B","2892Z",0.9995
"2899B","2893Z",0.9995
"2899B","2899B",0.4995
"2899B","7112B",0.9995
"2899B","8129B",0.9995
"2910Z","2910Z",0.4995
"2910Z","2920Z",0.2495
"2910Z","4511Z",0.3328333333
"2910Z","4519Z",0.9995
"2910Z","4520A",0.4995
"2910Z","9329Z",0.9995
"2920Z","1392Z",0.9995
"2920Z","2529Z",0.9995
"2920Z","2599B",0.9995
"2920Z","2910Z",0.9995
"2920Z","2932Z",0.9995
"2920Z","3312Z",0.9995
"2920Z","4511Z",0.9995
"2920Z","4520A",0.3328333333
"2920Z","4520B",0.1995
"2920Z","4669B",0.9995
"2920Z","4672Z",0.9995
"2920Z","6420Z",0.9995
"2920Z","7022Z",0.9995
"2931Z","2740Z",0.9995
"2931Z","4531Z",0.3328333333
"2931Z","4669B",0.9995
"2932Z","2562B",0.9995
"2932Z","2572Z",0.9995
"2932Z","2920Z",0.4995
"2932Z","3109A",0.9995
"2932Z","4339Z",0.9995
"2932Z","4531Z",0.4995
"2932Z","4661Z",0.9995
"2932Z","7010Z",0.9995
"297A","2751Z",0.9995
"3011Z","2511Z",0.9995
"3011Z","2732Z",0.9995
"3011Z","3012Z",0.9995
"3011Z","3315Z",0.4995
"3011Z","4669B",0.9995
"3011Z","5020Z",0.4995
"3011Z","7010Z",0.9995
"3012Z","2229A",0.9995
"3012Z","2815Z",0.9995
"3012Z","3011Z",0.4995
"3012Z","3315Z",0.4995
"3012Z","4399C",0.9995
"3012Z","4649Z",0.9995
"3020Z","3317Z",0.9995
"3030Z","3030Z",0.4995
"3030Z","7112B",0.4995
"3092Z","3230Z",0.9995
"3092Z","4649Z",0.9995
"3099Z","6820B",0.9995
"3101Z","1623Z",0.4995
"3101Z","3101Z",0.4995
"3101Z","3109B",0.1995
"3101Z","4329B",0.9995
"3101Z","4332B",0.9995
"3101Z","4332C",0.9995
"3101Z","4649Z",0.9995
"3101Z","4759A",0.9995
"3102Z","3102Z",0.9995
"3102Z","3109B",0.1245
"3102Z","4332A",0.3328333333
"3102Z","4759A",0.4995
"3109A","1392Z",0.9995
"3109A","3101Z",0.9995
"3109A","3109B",0.9995
"3109B","1392Z",0.9995
"3109B","1623Z",0.0904090909
"3109B","1629Z",0.9995
"3109B","1812Z",0.9995
"3109B","2370Z",0.9995
"3109B","2920Z",0.9995
"3109B","3101Z",0.0449545455
"3109B","3102Z",0.1661666667
"3109B","3109B",0.2495
"3109B","4120A",0.9995
"3109B","4312A",0.9995
"3109B","4332A",0.0764230769
"3109B","4332B",0.3328333333
"3109B","4332C",0.4995
"3109B","4391A",0.9995
"3109B","4540Z",0.9995
"3109B","4647Z",0.3328333333
"3109B","4673A",0.9995
"3109B","4674B",0.9995
"3109B","4759A",0.4995
"3109B","4759B",0.4995
"3109B","4779Z",0.4995
"3109B","4941B",0.9995
"3109B","5520Z",0.9995
"3109B","5920Z",0.9995
"3109B","6820B",0.9995
"3109B","7111Z",0.9995
"3109B","7410Z",0.9995
"3109B","7729Z",0.9995
"3109B","7732Z",0.9995
"3109B","8299Z",0.4995
"3109B","9003A",0.9995
"3109B","9524Z",0.2495
"3212Z","3212Z",0.9995
"3212Z","3213Z",0.4995
"3212Z","4648Z",0.9995
"3212Z","4777Z",0.3328333333
"3213Z","1419Z",0.9995
"3213Z","2319Z",0.9995
"3213Z","3212Z",0.9995
"3213Z","3213Z",0.3328333333
"3213Z","3250B",0.9995
"3213Z","4648Z",0.9995
"3213Z","4649Z",0.9995
"3213Z","4711B",0.9995
"3213Z","4771Z",0.9995
"3213Z","4777Z",0.4995
"3213Z","4778C",0.2495
"3213Z","4791B",0.9995
"3220Z","3220Z",0.4995
"3220Z","3319Z",0.3328333333
"3220Z","4669B",0.9995
"3220Z","9529Z",0.3328333333
"3230Z","2223Z",0.9995
"3230Z","2511Z",0.9995
"3230Z","2562B",0.9995
"3230Z","2571Z",0.9995
"3230Z","3230Z",0.4995
"3230Z","3250A",0.9995
"3230Z","4399D",0.9995
"3230Z","4649Z",0.9995
"3230Z","4665Z",0.9995
